"Metabolite","Dilution","Concentration","ChromIntensities","OwnBorderIntensities","Batch_Id"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.05,1905.77832,14272241,NA,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.1,3811.55664,24767967,NA,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.2,7623.11328,25159091,NA,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.5,19057.7832,88399786,NA,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",1,38115.5664,406309346,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.005,839.4895905,994707,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.01,1678.979181,3548350,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.02,3357.958362,5481924,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.05,8394.895905,8455340,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.1,16789.79181,24214727,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.2,33579.58362,74799137,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.5,83948.95905,187152511,NA,"e18060cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",1,167897.9181,213279902,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.02,1216.0166768,324898,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.05,3040.041692,7829553,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.1,6080.083384,9775301,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.2,12160.166768,9806647,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.5,30400.41692,43594737,NA,"e18060cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",1,60800.83384,291307933,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.005,333.0225123,477981,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.01,666.0450246,431485,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.02,1332.0900492,2252990,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.05,3330.225123,10213463,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.1,6660.450246,23671257,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.2,13320.900492,38235751,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.5,33302.25123,99029729,NA,"e18060cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",1,66604.50246,248449952,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.005,211.70293845,507252,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.01,423.4058769,951873,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.02,846.8117538,1424946,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.05,2117.0293845,3647824,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.1,4234.058769,9573968,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.2,8468.117538,21523063,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.5,21170.293845,60777286,NA,"e18060cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",1,42340.58769,139498624,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.005,217.39130435,714333,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.01,434.7826087,1069946,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.02,869.5652174,1561919,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.05,2173.9130435,4068154,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.1,4347.826087,11504161,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.2,8695.652174,21272555,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.5,21739.130435,62662867,NA,"e18060cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",1,43478.26087,134285713,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.02,535.2841466,3613967,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.05,1338.2103665,15618340,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.1,2676.420733,25656980,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.2,5352.841466,43603477,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.5,13382.103665,139382263,NA,"e18060cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",1,26764.20733,328365000,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.005,172.30981305,1828173,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.01,344.6196261,2456919,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.02,689.2392522,3414737,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.05,1723.0981305,7344061,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.1,3446.196261,16422723,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.2,6892.392522,29423364,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.5,17230.981305,85318510,NA,"e18060cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",1,34461.96261,221127615,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.005,56.12302165,755578,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.01,112.2460433,1181533,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.02,224.4920866,3311957,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.05,561.2302165,10500793,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.1,1122.460433,10008038,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.2,2244.920866,10003503,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.5,5612.302165,16944797,NA,"e18060cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",1,11224.60433,33122464,NA,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.005,-99,-99,-99,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.01,-99,-99,-99,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.02,-99,-99,-99,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.05,5709.39195,14020513,NA,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.1,11418.7839,33069529,NA,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.2,22837.5678,30430147,NA,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.5,57093.9195,150431316,NA,"e18060cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",1,114187.839,742493610,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.005,-99,-99,-99,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.01,-99,-99,-99,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.02,3357.958362,772096,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.05,8394.895905,20645802,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.1,16789.79181,57370156,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.2,33579.58362,55760187,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.5,83948.95905,210691306,NA,"e18060cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",1,167897.9181,944182390,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.005,171.1156742,486784,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.01,342.2313484,1091621,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.02,684.4626968,2145674,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.05,1711.156742,3131616,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.1,3422.313484,8475279,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.2,6844.626968,19186521,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.5,17111.56742,55328719,NA,"e18060cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",1,34223.13484,117726766,NA,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.005,-99,-99,-99,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.01,-99,-99,-99,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.02,-99,-99,-99,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.05,335.09818375,704780,NA,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.1,670.1963675,1986283,NA,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.2,1340.392735,4787701,NA,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.5,3350.9818375,11230569,NA,"e18060cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",1,6701.963675,10021487,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.01,150.2516715,291020,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.02,300.503343,380701,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.05,751.2583575,1166601,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.1,1502.516715,4319225,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.2,3005.03343,11334322,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.5,7512.583575,33045312,NA,"e18060cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",1,15025.16715,41658327,NA,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.02,-99,-99,-99,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.05,561.2302165,436358,NA,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.1,1122.460433,1984748,NA,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.2,2244.920866,3915702,NA,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.5,5612.302165,13319015,NA,"e18060cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",1,11224.60433,29457180,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.005,-99,-99,-99,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.01,447.4606608,622568,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.02,894.9213216,1141386,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.05,2237.303304,4098124,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.1,4474.606608,14269712,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.2,8949.213216,33916112,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",0.5,22373.03304,101222527,NA,"e18060cz"
"Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D",1,44746.06608,225567581,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.005,409.43334425,2431027,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.01,818.8666885,6456279,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.02,1637.733377,11395742,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.05,4094.3334425,36935328,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.1,8188.666885,98119826,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.2,16377.33377,221562398,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",0.5,40943.334425,671268238,NA,"e18060cz"
"Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B",1,81886.66885,1472141105,NA,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.02,-99,-99,-99,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.05,751.2583575,735424,NA,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.1,-99,-99,-99,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.2,3005.03343,1507911,NA,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",0.5,7512.583575,8839103,NA,"e18060cz"
"Aspartic acid_(3TMS)_MP_RI:1517_IDENT:A+C",1,15025.16715,54805031,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.005,464.68401485,1039920,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.01,929.3680297,3580411,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.02,1858.7360594,6669294,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.05,4646.8401485,47849591,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.1,9293.680297,104413018,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.2,18587.360594,188308207,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",0.5,46468.401485,762105617,NA,"e18060cz"
"Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D",1,92936.80297,2012669821,NA,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.02,-99,-99,-99,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.05,450.0450045,1710674,NA,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.1,900.090009,4134319,NA,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.2,1800.180018,8366255,NA,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",0.5,4500.450045,36970331,NA,"e18060cz"
"Cytosine_(2TMS)_MP_RI:1520_IDENT:A+B",1,9000.90009,90219600,NA,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.02,-99,-99,-99,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.05,-99,-99,-99,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.1,969.7439876,745810,NA,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.2,1939.4879752,1349871,NA,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",0.5,4848.719938,5384499,NA,"e18060cz"
"Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C",1,9697.439876,18504035,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.02,2718.684156,338877,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.05,6796.71039,1809402,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.1,13593.42078,8705921,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.2,27186.84156,29007028,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",0.5,67967.1039,76565549,NA,"e18060cz"
"Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B",1,135934.2078,91215036,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.01,484.2908166,8720211,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.02,968.5816332,11254249,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.05,2421.454083,18517421,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.1,4842.908166,43044325,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.2,9685.816332,87514853,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",0.5,24214.54083,165776310,NA,"e18060cz"
"Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C",1,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.05,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.1,-99,-99,-99,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.2,8840.169732,10818268,NA,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",0.5,22100.42433,33565446,NA,"e18060cz"
"Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C",1,44200.84866,71976015,NA,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.02,-99,-99,-99,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.05,-99,-99,-99,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.1,745.5453664,2137013,NA,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.2,1491.0907328,1790111,NA,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",0.5,3727.726832,1406411,NA,"e18060cz"
"Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D",1,7455.453664,5010343,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.005,-99,-99,-99,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.01,-99,-99,-99,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.02,2283.75678,422506,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.05,5709.39195,950254,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.1,11418.7839,1684023,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.2,22837.5678,1379178,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",0.5,57093.9195,2187103,NA,"e18060cz"
"Serine_(4TMS)_BP_RI:1571_IDENT:C+D",1,114187.839,4864344,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.005,286.3390254,574117,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.01,572.6780508,1307353,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.02,1145.3561016,2829478,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.05,2863.390254,9777928,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.1,5726.780508,34156407,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.2,11453.561016,84086059,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",0.5,28633.90254,266524632,NA,"e18060cz"
"Glutaric acid_ 2-hydroxy-_(3TMS)_MP_RI:1577_IDENT:A+D",1,57267.80508,568813812,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.01,342.2313484,427009,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.02,684.4626968,902077,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.05,1711.156742,3338986,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.1,3422.313484,12296320,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.2,6844.626968,30505160,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",0.5,17111.56742,91560617,NA,"e18060cz"
"Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C",1,34223.13484,188201686,NA,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.02,-99,-99,-99,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.05,0.05,226785,NA,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.1,0.1,767700,NA,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.2,0.2,2156568,NA,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",0.5,0.5,8760548,NA,"e18060cz"
"Proline [+CO2]_(2TMS)_BP_RI:1585_IDENT:A+B",1,1,23019789,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.02,366.468163,303088,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.05,916.1704075,1227930,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.1,1832.340815,5346270,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.2,3664.68163,12419771,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",0.5,9161.704075,38105234,NA,"e18060cz"
"Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C",1,18323.40815,92006173,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
